run_name,family,task_id,status,ok,failure_category,diagnostic,detail_file
ABC_dedup_BC,abc_dedup_bc,0,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,24,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,25,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,26,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,27,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,28,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,29,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,30,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,31,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,32,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,33,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,34,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,35,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,36,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,37,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=warning,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,38,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=warning,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,39,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,40,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,41,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,42,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,43,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,44,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,45,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,46,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,47,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,48,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,49,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,50,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,51,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,52,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,53,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,54,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,55,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,56,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,57,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,58,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,59,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,60,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,61,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,62,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,63,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,64,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,65,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,66,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,67,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,68,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,69,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,70,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,71,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,72,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,73,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,74,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,75,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,76,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=warning,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,77,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,78,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,79,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,80,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,81,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,82,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=warning,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,83,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,84,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,85,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,86,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,87,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,88,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,89,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,90,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,91,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,92,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,93,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,94,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,95,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,96,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,97,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,98,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,99,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,100,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,101,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,102,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,103,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,104,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,105,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,106,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,107,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,108,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,109,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,110,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,111,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,112,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,113,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,114,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,115,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,116,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,117,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,118,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,119,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,120,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,121,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,122,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,123,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,124,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,125,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=warning,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,126,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,127,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,128,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,129,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=warning,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,130,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=warning,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,131,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,132,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,133,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,134,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,135,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,136,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,137,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,138,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,139,ok,1,ok,status=ok | score=1 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,140,compile_err,0,compile_error,status=compile_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,141,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,142,ineq,0,wrong_output,status=ineq | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
ABC_dedup_BC,abc_dedup_bc,143,runtime_err,0,runtime_error,status=runtime_err | score=0 | extraction_status=ok,ft_ABC_dedup_BC_qwen27_humaneval_mistral_conc12_evaluation_details.json
